0	140	2360	705.4
1	40	2724	642.4
2	100	3076	701.96
3	68	3072	661.12
4	60	1728	636.88
5	100	2804	785.92
6	48	2820	673.84
7	76	2592	695.76
8	44	2140	630.92
9	104	3180	661.52
10	104	2456	670.64
11	96	3364	648.52
12	64	2576	728.68
13	68	2616	715.56
14	104	2484	735.44
15	88	2744	646.56
16	80	3236	645.56
17	60	2536	677.72
18	104	2584	678.52
19	104	2756	778.08
20	112	2892	716.36
21	84	2628	749.84
22	128	3092	776.04
23	56	1736	656.92
24	60	2692	712.96
25	104	2320	675.68
26	132	2456	668.52
27	48	2732	764.76
28	48	2544	706.16
29	76	2692	636.32
30	52	2732	657.16
31	84	2124	621.56
32	100	3068	695.16
33	96	2752	638.6
34	80	1484	593.84
35	72	2492	766.2
36	52	3300	710.4
37	56	2840	709.92
38	88	2012	719.8
39	92	2588	668.48
40	104	2200	664.88
41	48	2748	704.56
42	92	2980	711.64
43	64	2284	690.8
44	108	2276	691.8
45	32	2664	717.0
46	112	3140	704.68
47	76	1752	628.96
48	56	2404	685.72
49	96	2280	616.12
50	36	1812	693.0
51	108	2600	745.4
52	128	2656	690.64
53	20	1848	617.6
54	84	1980	723.36
55	32	2512	564.88
56	72	2356	673.92
57	28	2084	694.72
58	32	2996	664.12
59	96	2164	677.24
60	96	2360	736.28
61	88	2396	688.04
62	112	2488	691.68
63	48	2184	706.32
64	104	3028	757.8
65	108	2364	707.4
66	56	2656	750.36
67	92	2376	649.44
68	116	1828	695.4
69	48	2764	726.88
70	112	2228	668.76
71	120	2416	654.4
72	104	2704	685.88
73	80	2756	639.6
74	104	3384	769.56
75	88	2148	726.48
76	44	2232	675.32
77	76	1552	634.6
78	72	2404	713.28
79	64	2776	718.36
80	40	2256	630.52
81	40	2368	676.88
82	56	2380	662.88
83	104	1760	651.4
84	40	2604	745.4
85	52	3340	665.8
86	48	3220	724.52
87	96	2780	706.16
88	84	2300	702.6
89	76	1752	574.88
90	56	3236	696.84
91	92	2016	724.12
92	92	1736	669.08
93	92	2584	742.64
94	64	2080	693.4
95	32	3412	684.96
96	92	2232	659.12
97	80	2276	662.0
98	84	2700	720.48
99	28	2160	614.4
100	80	2248	698.84
101	76	2492	670.16
102	88	2656	693.0
103	108	2728	653.08
104	80	2276	632.56
105	76	2760	704.76
106	84	1916	670.8
107	44	2920	642.6
108	112	2360	652.32
109	116	3080	712.12
110	96	2488	688.32
111	44	2472	682.28
112	104	2508	709.6
113	36	2680	622.84
114	64	3360	686.84
115	88	2592	752.32
116	96	2420	730.0
117	128	6500	1277.36
118	268	4528	1782.56
119	132	6752	1713.6
120	412	6720	2111.72
121	220	7224	2326.16
122	496	6460	2191.52
123	384	11468	2178.92
124	412	6704	2047.8
125	280	5964	2381.8
126	572	6152	2309.16
127	244	4804	1881.84
128	444	6644	2398.28
129	288	5728	2196.28
130	264	5952	2185.8
131	136	6336	2084.48
132	304	6720	2286.56
133	664	6760	2366.52
134	392	6120	2323.52
135	396	7428	1980.6
136	216	5428	2054.2
137	340	6836	2203.72
138	404	6156	2114.72
139	200	6124	2194.4
140	372	4232	2029.84
141	440	6348	2040.64
142	224	6912	2230.2
143	560	7252	2098.32
144	412	6312	2066.92
145	404	5732	2320.0
146	176	7432	2213.52
147	208	12548	2146.0
148	364	6320	1941.8
149	80	6492	2151.48
150	280	5744	2102.96
151	232	6368	2125.0
152	152	6144	2133.16
153	68	4724	2157.2
154	480	6396	2346.08
155	240	6296	2185.44
156	408	6824	2391.52
157	648	5888	2275.84
158	480	4528	2142.44
159	148	5780	1750.36
160	504	6460	2238.72
161	504	7388	2479.76
162	572	7560	2511.4
163	260	7168	2271.68
164	392	7148	2539.52
165	524	7288	2430.72
166	384	4392	2186.24
167	616	6536	2395.64
168	252	7444	2406.04
169	280	6300	2339.48
170	644	7408	2451.48
171	552	5508	2143.56
172	528	6764	2547.08
173	164	7660	2488.8
174	284	6364	2196.04
175	396	5744	2395.44
176	264	6328	2181.8
177	504	6312	2239.76
178	548	7744	2349.8
179	232	6404	2240.72
180	456	5864	2287.68
181	184	6864	2197.6
182	512	5388	2314.04
183	372	6444	2456.4
184	592	5860	2379.32
185	424	5540	2116.76
186	264	6356	2116.12
187	592	5880	2361.12
188	436	6088	2213.28
189	280	6204	2303.96
190	340	4924	2122.68
191	512	6188	2183.2
192	356	6412	2049.92
193	452	6108	2495.12
194	552	7548	2305.88
195	392	7248	2594.48
196	316	6996	2434.64
197	712	6520	2585.16
198	256	6484	2387.16
199	276	6608	2392.92
200	272	5672	2237.6
201	420	6716	2404.2
202	340	6948	2183.76
203	320	6356	2456.28
204	212	6828	2449.28
205	256	6592	2633.6
206	296	5680	2184.96
207	492	7752	2350.2
208	664	6328	2375.48
209	328	6324	2240.28
210	424	4964	2110.12
211	264	6520	2198.52
212	444	7056	2282.6
213	156	4504	1965.92
214	272	6440	2286.28
215	204	5508	2236.72
216	304	6896	2170.2
217	168	6804	2501.2
218	320	6260	2262.52
219	404	6324	2407.4
220	648	6476	2350.44
221	524	7336	2443.08
222	404	6656	2361.44
223	144	6224	2353.6
224	436	6436	2381.56
225	484	7844	2447.36
226	456	6596	2206.4
227	448	7304	2488.32
228	436	7324	2515.52
229	548	6212	2398.28
230	488	5680	2528.4
231	456	6352	2414.52
232	604	6832	2277.92
233	232	7572	2430.64
234	344	6316	2351.48
235	208	6556	2427.92
236	460	4528	2218.88
237	336	7016	2290.16
238	668	6692	2209.6
239	436	5640	2272.36
240	300	6764	2459.8
241	384	6796	2428.52
242	476	6044	2374.2
243	428	5420	2234.92
244	280	6284	2133.92
245	160	7096	2609.28
246	460	5760	2453.24
247	404	6844	2328.2
248	600	6192	2441.04
249	224	6228	2418.4
250	196	7148	2456.36
251	500	10020	2399.2
252	440	6760	2490.8
253	552	7796	2579.0
254	420	7292	2443.64
255	372	7276	2642.76
256	568	6504	2424.04
257	548	6164	2397.04
258	520	7520	2481.76
259	384	6312	2294.88
260	276	6220	2213.56
261	588	6244	2450.92
262	296	5604	2180.72
263	556	7844	2486.04
264	536	6500	2518.84
265	248	6520	2574.44
266	372	6616	2206.08
267	412	5156	2161.16
268	264	5944	2294.4
269	300	6432	2463.28
270	560	6036	2382.08
271	504	5896	2418.76
272	336	6632	2099.32
273	420	6292	2359.48
274	616	7156	2505.24
275	460	5520	2439.68
276	468	6304	2379.64
277	352	6464	2215.44
278	340	5812	2493.92
279	220	5676	2355.44
280	580	6596	2358.48
281	436	6384	2170.92
282	664	6272	2514.76
283	368	6368	2355.64
284	704	5828	2323.0
285	348	7484	2417.96
286	312	6396	2192.68
287	352	6968	2202.96
288	476	5580	2274.24
289	360	6076	2184.72
290	456	5964	2126.6
291	364	7224	2234.92
292	308	6104	2089.36
293	372	6264	2254.88
294	540	6412	2414.0
295	596	6516	2351.68
296	268	5900	2269.48
297	668	7108	2397.4
298	476	6156	2304.04
299	636	6740	2504.56
300	360	6532	2270.6
301	468	7116	2492.08
302	344	6468	2388.96
303	464	6256	2553.12
304	532	6824	2304.32
305	324	6536	2209.52
306	288	7744	2399.72
307	548	5116	2223.96
308	448	10636	2366.88
309	412	6708	2320.92
310	448	6896	2329.04
311	508	5296	2233.76
312	388	6252	2413.6
313	384	6348	2234.8
314	208	6384	2432.2
315	688	6552	2484.08
316	400	7672	2380.84
317	356	6508	2286.8
318	432	6960	2431.36
319	556	5932	2477.4
320	360	7988	2267.68
321	384	6956	2584.36
322	372	7672	2415.08
323	408	6388	2571.68
324	476	6000	2460.84
325	448	6500	2389.08
326	536	5468	2235.68
327	496	6120	2341.52
328	424	6712	2263.68
329	372	6408	2420.56
330	740	6640	2483.28
331	348	6140	2172.24
332	528	6900	2511.28
333	412	7124	2467.64
334	232	7288	2426.64
335	392	8932	2493.44
336	300	6568	2326.4
337	500	6136	2413.64
338	428	6316	2389.8
339	236	6464	2303.48
340	332	6240	2402.04
341	440	7820	2376.68
342	544	7580	2448.0
343	388	4652	2148.16
344	444	6384	2301.24
345	316	5148	2284.76
346	240	5744	2181.76
347	468	5336	2338.36
348	332	6312	2193.52
349	336	6140	2305.2
350	484	6780	2207.48
351	224	7160	2414.28
352	228	7036	2134.56
353	500	6512	2178.28
354	588	5620	2428.8
355	352	6148	2303.24
356	456	7412	2581.64
357	296	7080	2492.4
358	540	6504	2365.12
359	252	6472	2219.32
360	356	7100	2521.0
361	392	5596	2461.44
362	504	5828	2326.12
363	468	8256	2523.76
364	216	7772	2530.6
365	488	9936	2428.92
366	596	5708	2196.56
367	440	7212	2411.64
368	524	6668	2448.64
369	420	6472	2393.36
370	480	6424	2473.44
371	412	7180	2375.12
372	428	5948	2217.2
373	364	8648	2323.96
374	352	6772	2161.12
375	628	6052	2470.4
376	556	6140	2385.4
377	408	6340	2315.8
378	488	6492	2596.64
379	472	6176	2345.56
380	536	6492	2148.08
381	236	7288	2377.08
382	516	7620	2510.8
383	576	5800	2253.2
384	304	6524	2464.16
385	172	6580	2506.16
386	356	7556	2484.24
387	248	6264	2445.44
388	636	6776	2431.52
389	288	6260	2205.96
390	304	7192	2391.56
391	216	5684	1940.2
392	280	5876	2584.36
393	532	7336	2417.44
394	276	6164	2422.76
395	556	5348	2198.64
396	516	6292	2339.16
397	520	6652	2197.56
398	240	6416	2117.44
399	472	7076	2426.44
400	324	6712	2313.92
401	404	6340	2247.32
402	332	11056	2514.32
403	352	6332	2336.92
404	268	7016	2352.8
405	484	7064	2149.24
406	176	6652	2526.4
407	608	6200	2220.68
408	156	7372	2510.36
409	220	6104	2100.04
410	536	7432	2462.04
411	364	7136	2432.96
412	244	6440	2302.44
413	440	6932	2299.6
414	564	6480	2283.04
415	472	5768	2260.84
416	468	6484	2153.96
417	296	6452	2261.48
418	288	6092	2193.24
419	220	5080	2122.52
420	184	5704	2186.44
421	352	7200	2196.28
422	436	5980	2279.68
423	240	7408	2293.2
424	416	6496	2445.16
425	220	5340	2163.52
426	388	6288	2347.16
427	376	6156	2339.84
428	336	7272	2368.64
429	628	6708	2466.08
430	264	5928	2138.32
431	572	6400	2115.16
432	652	6484	2311.68
433	556	6624	2511.84
434	692	6388	2502.04
435	480	6440	2456.16
436	468	5620	2205.04
437	324	6428	2247.92
438	668	6472	2465.04
439	216	6492	2496.52
440	372	10228	2384.56
441	436	7044	2081.36
442	540	6340	2223.6
443	336	8804	2427.56
444	292	7692	2443.6
445	460	6632	2329.36
446	364	7080	2469.28
447	520	8784	2304.08
448	300	7440	2451.6
449	452	6392	2332.88
450	452	6456	2447.6
451	232	6436	2332.2
452	388	6060	2300.52
453	352	5384	2368.84
454	472	7976	2588.64
455	536	6480	2342.44
456	208	6132	2454.96
457	432	6008	2306.6
458	128	7748	2460.72
459	400	6408	2399.12
460	492	7960	2596.24
461	332	6444	2319.92
462	316	6456	2103.52
463	228	6116	2246.6
464	364	6284	2325.6
465	592	6388	2385.92
466	312	7008	2646.44
467	472	5856	2615.12
468	344	4864	2352.88
469	580	7900	2344.16
470	368	6748	2443.96
471	324	6436	2425.44
472	540	7348	2381.4
473	388	6420	2317.92
474	260	6208	2385.24
475	576	6112	2346.92
476	344	6720	2320.68
477	376	6216	2420.76
478	312	6208	2282.12
479	568	6332	2512.8
480	664	5964	2426.48
481	352	7496	2496.2
482	440	6504	2459.88
483	300	6432	2311.16
484	704	7452	2360.24
485	308	6732	2214.2
486	320	6144	2511.28
487	664	6976	2438.96
488	188	5656	2171.84
489	224	6068	2254.88
490	528	5364	2519.8
491	212	5624	2540.52
492	460	6184	2550.72
493	604	6580	2274.48
494	656	6440	2360.24
495	588	6528	2530.64
496	388	6432	2421.84
497	244	7632	2270.64
498	488	6784	2318.8
499	328	6220	2303.64
500	232	6376	2537.68
501	712	6340	2446.16
502	524	5780	2470.12
503	312	6492	2355.92
504	444	6336	2634.4
505	300	6484	2127.6
506	316	6436	2346.24
507	208	8648	2622.76
508	304	6540	2226.72
509	568	7020	2390.76
510	504	7324	2323.56
511	320	5516	2381.64
512	172	5224	2196.28
513	444	6628	2268.96
514	492	8280	2370.52
515	316	6176	2239.84
516	484	7288	2390.08
517	364	8040	2570.0
518	472	6612	2324.04
519	352	5540	2289.0
520	532	7264	2255.28
521	296	6756	2337.72
522	496	5708	2461.28
523	452	5652	2321.44
524	344	7080	2471.2
525	720	5672	2240.0
526	172	7304	2185.68
527	492	7496	2554.08
528	348	7028	2454.52
529	272	5792	2421.76
530	340	6548	2348.2
531	328	5952	2243.96
532	380	6436	2300.6
533	628	6332	2454.88
534	272	6404	2330.16
535	524	7092	2347.12
536	248	6412	2411.68
537	528	6636	2285.36
538	552	6964	2129.48
539	384	6680	2565.84
540	420	7064	2331.04
541	356	5412	2353.16
542	296	7836	2546.0
543	664	8300	2558.56
544	424	7096	2371.52
545	256	7364	2282.6
546	300	6312	2355.48
547	332	5924	2371.6
548	620	7660	2537.52
549	444	5912	2338.28
550	260	6196	2497.12
551	268	5608	2133.16
552	296	6416	2329.76
553	512	6424	2298.64
554	436	6108	2375.96
555	404	7256	2147.92
556	416	6540	2313.4
557	372	6444	2393.0
558	328	6552	2323.4
559	252	7284	2294.08
560	580	7400	2355.04
561	428	6312	2416.52
562	484	6448	2310.32
